## Created Pattern      N   immr  imms
-- ----------------     -   ----  ----
04 f001f001f001f001 --  0    04    24
04 f001f001f001f001 --  0    14    24
04 f001f001f001f001 --  0    24    24
04 f001f001f001f001 --  0    34    24
02 f001fffff001ffff --  0    04    14
02 f001fffff001ffff --  0    24    14
01 f001ffffffffffff --  1    04    34
04 f003f003f003f003 --  0    04    25
04 f003f003f003f003 --  0    14    25
04 f003f003f003f003 --  0    24    25
04 f003f003f003f003 --  0    34    25
02 f003fffff003ffff --  0    04    15
02 f003fffff003ffff --  0    24    15
01 f003ffffffffffff --  1    04    35
04 f007f007f007f007 --  0    04    26
04 f007f007f007f007 --  0    14    26
04 f007f007f007f007 --  0    24    26
04 f007f007f007f007 --  0    34    26
02 f007fffff007ffff --  0    04    16
02 f007fffff007ffff --  0    24    16
01 f007ffffffffffff --  1    04    36
04 f00ff00ff00ff00f --  0    04    27
04 f00ff00ff00ff00f --  0    14    27
04 f00ff00ff00ff00f --  0    24    27
04 f00ff00ff00ff00f --  0    34    27
02 f00ffffff00fffff --  0    04    17
02 f00ffffff00fffff --  0    24    17
01 f00fffffffffffff --  1    04    37
04 f01ff01ff01ff01f --  0    04    28
04 f01ff01ff01ff01f --  0    14    28
04 f01ff01ff01ff01f --  0    24    28
04 f01ff01ff01ff01f --  0    34    28
02 f01ffffff01fffff --  0    04    18
02 f01ffffff01fffff --  0    24    18
01 f01fffffffffffff --  1    04    38
04 f03ff03ff03ff03f --  0    04    29
04 f03ff03ff03ff03f --  0    14    29
04 f03ff03ff03ff03f --  0    24    29
04 f03ff03ff03ff03f --  0    34    29
02 f03ffffff03fffff --  0    04    19
02 f03ffffff03fffff --  0    24    19
01 f03fffffffffffff --  1    04    39
04 f07ff07ff07ff07f --  0    04    2a
04 f07ff07ff07ff07f --  0    14    2a
04 f07ff07ff07ff07f --  0    24    2a
04 f07ff07ff07ff07f --  0    34    2a
02 f07ffffff07fffff --  0    04    1a
02 f07ffffff07fffff --  0    24    1a
01 f07fffffffffffff --  1    04    3a
08 f0f0f0f0f0f0f0f0 --  0    04    33
08 f0f0f0f0f0f0f0f0 --  0    0c    33
08 f0f0f0f0f0f0f0f0 --  0    14    33
08 f0f0f0f0f0f0f0f0 --  0    1c    33
08 f0f0f0f0f0f0f0f0 --  0    24    33
08 f0f0f0f0f0f0f0f0 --  0    2c    33
08 f0f0f0f0f0f0f0f0 --  0    34    33
08 f0f0f0f0f0f0f0f0 --  0    3c    33
04 f0fff0fff0fff0ff --  0    04    2b
04 f0fff0fff0fff0ff --  0    14    2b
04 f0fff0fff0fff0ff --  0    24    2b
04 f0fff0fff0fff0ff --  0    34    2b
02 f0fffffff0ffffff --  0    04    1b
02 f0fffffff0ffffff --  0    24    1b
01 f0ffffffffffffff --  1    04    3b
08 f1f1f1f1f1f1f1f1 --  0    04    34
08 f1f1f1f1f1f1f1f1 --  0    0c    34
08 f1f1f1f1f1f1f1f1 --  0    14    34
08 f1f1f1f1f1f1f1f1 --  0    1c    34
08 f1f1f1f1f1f1f1f1 --  0    24    34
08 f1f1f1f1f1f1f1f1 --  0    2c    34
08 f1f1f1f1f1f1f1f1 --  0    34    34
08 f1f1f1f1f1f1f1f1 --  0    3c    34
04 f1fff1fff1fff1ff --  0    04    2c
04 f1fff1fff1fff1ff --  0    14    2c
04 f1fff1fff1fff1ff --  0    24    2c
04 f1fff1fff1fff1ff --  0    34    2c
02 f1fffffff1ffffff --  0    04    1c
02 f1fffffff1ffffff --  0    24    1c
01 f1ffffffffffffff --  1    04    3c
08 f3f3f3f3f3f3f3f3 --  0    04    35
08 f3f3f3f3f3f3f3f3 --  0    0c    35
08 f3f3f3f3f3f3f3f3 --  0    14    35
08 f3f3f3f3f3f3f3f3 --  0    1c    35
08 f3f3f3f3f3f3f3f3 --  0    24    35
08 f3f3f3f3f3f3f3f3 --  0    2c    35
08 f3f3f3f3f3f3f3f3 --  0    34    35
08 f3f3f3f3f3f3f3f3 --  0    3c    35
04 f3fff3fff3fff3ff --  0    04    2d
04 f3fff3fff3fff3ff --  0    14    2d
04 f3fff3fff3fff3ff --  0    24    2d
04 f3fff3fff3fff3ff --  0    34    2d
02 f3fffffff3ffffff --  0    04    1d
02 f3fffffff3ffffff --  0    24    1d
01 f3ffffffffffffff --  1    04    3d
08 f7f7f7f7f7f7f7f7 --  0    04    36
08 f7f7f7f7f7f7f7f7 --  0    0c    36
08 f7f7f7f7f7f7f7f7 --  0    14    36
08 f7f7f7f7f7f7f7f7 --  0    1c    36
08 f7f7f7f7f7f7f7f7 --  0    24    36
08 f7f7f7f7f7f7f7f7 --  0    2c    36
08 f7f7f7f7f7f7f7f7 --  0    34    36
08 f7f7f7f7f7f7f7f7 --  0    3c    36
04 f7fff7fff7fff7ff --  0    04    2e
04 f7fff7fff7fff7ff --  0    14    2e
04 f7fff7fff7fff7ff --  0    24    2e
04 f7fff7fff7fff7ff --  0    34    2e
02 f7fffffff7ffffff --  0    04    1e
02 f7fffffff7ffffff --  0    24    1e
01 f7ffffffffffffff --  1    04    3e
01 f800000000000000 --  1    05    04
01 f800000000000001 --  1    05    05
01 f800000000000003 --  1    05    06
01 f800000000000007 --  1    05    07
01 f80000000000000f --  1    05    08
01 f80000000000001f --  1    05    09
01 f80000000000003f --  1    05    0a
01 f80000000000007f --  1    05    0b
01 f8000000000000ff --  1    05    0c
01 f8000000000001ff --  1    05    0d
01 f8000000000003ff --  1    05    0e
01 f8000000000007ff --  1    05    0f
01 f800000000000fff --  1    05    10
01 f800000000001fff --  1    05    11
01 f800000000003fff --  1    05    12
01 f800000000007fff --  1    05    13
01 f80000000000ffff --  1    05    14
01 f80000000001ffff --  1    05    15
01 f80000000003ffff --  1    05    16
01 f80000000007ffff --  1    05    17
01 f8000000000fffff --  1    05    18
01 f8000000001fffff --  1    05    19
01 f8000000003fffff --  1    05    1a
01 f8000000007fffff --  1    05    1b
01 f800000000ffffff --  1    05    1c
01 f800000001ffffff --  1    05    1d
01 f800000003ffffff --  1    05    1e
01 f800000007ffffff --  1    05    1f
01 f80000000fffffff --  1    05    20
01 f80000001fffffff --  1    05    21
01 f80000003fffffff --  1    05    22
01 f80000007fffffff --  1    05    23
02 f8000000f8000000 --  0    05    04
02 f8000000f8000000 --  0    25    04
01 f8000000ffffffff --  1    05    24
02 f8000001f8000001 --  0    05    05
02 f8000001f8000001 --  0    25    05
01 f8000001ffffffff --  1    05    25
02 f8000003f8000003 --  0    05    06
02 f8000003f8000003 --  0    25    06
01 f8000003ffffffff --  1    05    26
02 f8000007f8000007 --  0    05    07
02 f8000007f8000007 --  0    25    07
01 f8000007ffffffff --  1    05    27
02 f800000ff800000f --  0    05    08
02 f800000ff800000f --  0    25    08
01 f800000fffffffff --  1    05    28
02 f800001ff800001f --  0    05    09
02 f800001ff800001f --  0    25    09
01 f800001fffffffff --  1    05    29
02 f800003ff800003f --  0    05    0a
02 f800003ff800003f --  0    25    0a
01 f800003fffffffff --  1    05    2a
02 f800007ff800007f --  0    05    0b
02 f800007ff800007f --  0    25    0b
01 f800007fffffffff --  1    05    2b
02 f80000fff80000ff --  0    05    0c
02 f80000fff80000ff --  0    25    0c
01 f80000ffffffffff --  1    05    2c
02 f80001fff80001ff --  0    05    0d
02 f80001fff80001ff --  0    25    0d
01 f80001ffffffffff --  1    05    2d
02 f80003fff80003ff --  0    05    0e
02 f80003fff80003ff --  0    25    0e
01 f80003ffffffffff --  1    05    2e
02 f80007fff80007ff --  0    05    0f
02 f80007fff80007ff --  0    25    0f
01 f80007ffffffffff --  1    05    2f
02 f8000ffff8000fff --  0    05    10
02 f8000ffff8000fff --  0    25    10
01 f8000fffffffffff --  1    05    30
02 f8001ffff8001fff --  0    05    11
02 f8001ffff8001fff --  0    25    11
01 f8001fffffffffff --  1    05    31
02 f8003ffff8003fff --  0    05    12
02 f8003ffff8003fff --  0    25    12
01 f8003fffffffffff --  1    05    32
02 f8007ffff8007fff --  0    05    13
02 f8007ffff8007fff --  0    25    13
01 f8007fffffffffff --  1    05    33
04 f800f800f800f800 --  0    05    24
04 f800f800f800f800 --  0    15    24
04 f800f800f800f800 --  0    25    24
04 f800f800f800f800 --  0    35    24
02 f800fffff800ffff --  0    05    14
02 f800fffff800ffff --  0    25    14
01 f800ffffffffffff --  1    05    34
04 f801f801f801f801 --  0    05    25
04 f801f801f801f801 --  0    15    25
04 f801f801f801f801 --  0    25    25
04 f801f801f801f801 --  0    35    25
02 f801fffff801ffff --  0    05    15
02 f801fffff801ffff --  0    25    15
01 f801ffffffffffff --  1    05    35
04 f803f803f803f803 --  0    05    26
04 f803f803f803f803 --  0    15    26
04 f803f803f803f803 --  0    25    26
04 f803f803f803f803 --  0    35    26
02 f803fffff803ffff --  0    05    16
02 f803fffff803ffff --  0    25    16
01 f803ffffffffffff --  1    05    36
04 f807f807f807f807 --  0    05    27
04 f807f807f807f807 --  0    15    27
04 f807f807f807f807 --  0    25    27
04 f807f807f807f807 --  0    35    27
02 f807fffff807ffff --  0    05    17
02 f807fffff807ffff --  0    25    17
01 f807ffffffffffff --  1    05    37
04 f80ff80ff80ff80f --  0    05    28
04 f80ff80ff80ff80f --  0    15    28
04 f80ff80ff80ff80f --  0    25    28
04 f80ff80ff80ff80f --  0    35    28
02 f80ffffff80fffff --  0    05    18
02 f80ffffff80fffff --  0    25    18
01 f80fffffffffffff --  1    05    38
04 f81ff81ff81ff81f --  0    05    29
04 f81ff81ff81ff81f --  0    15    29
04 f81ff81ff81ff81f --  0    25    29
04 f81ff81ff81ff81f --  0    35    29
02 f81ffffff81fffff --  0    05    19
02 f81ffffff81fffff --  0    25    19
01 f81fffffffffffff --  1    05    39
04 f83ff83ff83ff83f --  0    05    2a
04 f83ff83ff83ff83f --  0    15    2a
04 f83ff83ff83ff83f --  0    25    2a
04 f83ff83ff83ff83f --  0    35    2a
02 f83ffffff83fffff --  0    05    1a
02 f83ffffff83fffff --  0    25    1a
01 f83fffffffffffff --  1    05    3a
04 f87ff87ff87ff87f --  0    05    2b
04 f87ff87ff87ff87f --  0    15    2b
04 f87ff87ff87ff87f --  0    25    2b
04 f87ff87ff87ff87f --  0    35    2b
02 f87ffffff87fffff --  0    05    1b
02 f87ffffff87fffff --  0    25    1b
01 f87fffffffffffff --  1    05    3b
08 f8f8f8f8f8f8f8f8 --  0    05    34
08 f8f8f8f8f8f8f8f8 --  0    0d    34
08 f8f8f8f8f8f8f8f8 --  0    15    34
08 f8f8f8f8f8f8f8f8 --  0    1d    34
08 f8f8f8f8f8f8f8f8 --  0    25    34
08 f8f8f8f8f8f8f8f8 --  0    2d    34
08 f8f8f8f8f8f8f8f8 --  0    35    34
08 f8f8f8f8f8f8f8f8 --  0    3d    34
04 f8fff8fff8fff8ff --  0    05    2c
04 f8fff8fff8fff8ff --  0    15    2c
04 f8fff8fff8fff8ff --  0    25    2c
04 f8fff8fff8fff8ff --  0    35    2c
02 f8fffffff8ffffff --  0    05    1c
02 f8fffffff8ffffff --  0    25    1c
01 f8ffffffffffffff --  1    05    3c
08 f9f9f9f9f9f9f9f9 --  0    05    35
08 f9f9f9f9f9f9f9f9 --  0    0d    35
08 f9f9f9f9f9f9f9f9 --  0    15    35
08 f9f9f9f9f9f9f9f9 --  0    1d    35
08 f9f9f9f9f9f9f9f9 --  0    25    35
08 f9f9f9f9f9f9f9f9 --  0    2d    35
08 f9f9f9f9f9f9f9f9 --  0    35    35
08 f9f9f9f9f9f9f9f9 --  0    3d    35
04 f9fff9fff9fff9ff --  0    05    2d
04 f9fff9fff9fff9ff --  0    15    2d
04 f9fff9fff9fff9ff --  0    25    2d
04 f9fff9fff9fff9ff --  0    35    2d
02 f9fffffff9ffffff --  0    05    1d
02 f9fffffff9ffffff --  0    25    1d
01 f9ffffffffffffff --  1    05    3d
08 fbfbfbfbfbfbfbfb --  0    05    36
08 fbfbfbfbfbfbfbfb --  0    0d    36
08 fbfbfbfbfbfbfbfb --  0    15    36
08 fbfbfbfbfbfbfbfb --  0    1d    36
08 fbfbfbfbfbfbfbfb --  0    25    36
08 fbfbfbfbfbfbfbfb --  0    2d    36
08 fbfbfbfbfbfbfbfb --  0    35    36
08 fbfbfbfbfbfbfbfb --  0    3d    36
04 fbfffbfffbfffbff --  0    05    2e
04 fbfffbfffbfffbff --  0    15    2e
04 fbfffbfffbfffbff --  0    25    2e
04 fbfffbfffbfffbff --  0    35    2e
02 fbfffffffbffffff --  0    05    1e
02 fbfffffffbffffff --  0    25    1e
01 fbffffffffffffff --  1    05    3e
01 fc00000000000000 --  1    06    05
01 fc00000000000001 --  1    06    06
01 fc00000000000003 --  1    06    07
01 fc00000000000007 --  1    06    08
01 fc0000000000000f --  1    06    09
01 fc0000000000001f --  1    06    0a
01 fc0000000000003f --  1    06    0b
01 fc0000000000007f --  1    06    0c
01 fc000000000000ff --  1    06    0d
01 fc000000000001ff --  1    06    0e
01 fc000000000003ff --  1    06    0f
01 fc000000000007ff --  1    06    10
01 fc00000000000fff --  1    06    11
01 fc00000000001fff --  1    06    12
01 fc00000000003fff --  1    06    13
01 fc00000000007fff --  1    06    14
01 fc0000000000ffff --  1    06    15
01 fc0000000001ffff --  1    06    16
01 fc0000000003ffff --  1    06    17
01 fc0000000007ffff --  1    06    18
01 fc000000000fffff --  1    06    19
01 fc000000001fffff --  1    06    1a
01 fc000000003fffff --  1    06    1b
01 fc000000007fffff --  1    06    1c
01 fc00000000ffffff --  1    06    1d
01 fc00000001ffffff --  1    06    1e
01 fc00000003ffffff --  1    06    1f
01 fc00000007ffffff --  1    06    20
01 fc0000000fffffff --  1    06    21
01 fc0000001fffffff --  1    06    22
01 fc0000003fffffff --  1    06    23
01 fc0000007fffffff --  1    06    24
02 fc000000fc000000 --  0    06    05
02 fc000000fc000000 --  0    26    05
01 fc000000ffffffff --  1    06    25
02 fc000001fc000001 --  0    06    06
02 fc000001fc000001 --  0    26    06
01 fc000001ffffffff --  1    06    26
02 fc000003fc000003 --  0    06    07
02 fc000003fc000003 --  0    26    07
01 fc000003ffffffff --  1    06    27
02 fc000007fc000007 --  0    06    08
02 fc000007fc000007 --  0    26    08
01 fc000007ffffffff --  1    06    28
02 fc00000ffc00000f --  0    06    09
02 fc00000ffc00000f --  0    26    09
01 fc00000fffffffff --  1    06    29
02 fc00001ffc00001f --  0    06    0a
02 fc00001ffc00001f --  0    26    0a
01 fc00001fffffffff --  1    06    2a
02 fc00003ffc00003f --  0    06    0b
02 fc00003ffc00003f --  0    26    0b
01 fc00003fffffffff --  1    06    2b
02 fc00007ffc00007f --  0    06    0c
02 fc00007ffc00007f --  0    26    0c
01 fc00007fffffffff --  1    06    2c
02 fc0000fffc0000ff --  0    06    0d
02 fc0000fffc0000ff --  0    26    0d
01 fc0000ffffffffff --  1    06    2d
02 fc0001fffc0001ff --  0    06    0e
02 fc0001fffc0001ff --  0    26    0e
01 fc0001ffffffffff --  1    06    2e
02 fc0003fffc0003ff --  0    06    0f
02 fc0003fffc0003ff --  0    26    0f
01 fc0003ffffffffff --  1    06    2f
02 fc0007fffc0007ff --  0    06    10
02 fc0007fffc0007ff --  0    26    10
01 fc0007ffffffffff --  1    06    30
02 fc000ffffc000fff --  0    06    11
02 fc000ffffc000fff --  0    26    11
01 fc000fffffffffff --  1    06    31
02 fc001ffffc001fff --  0    06    12
02 fc001ffffc001fff --  0    26    12
01 fc001fffffffffff --  1    06    32
02 fc003ffffc003fff --  0    06    13
02 fc003ffffc003fff --  0    26    13
01 fc003fffffffffff --  1    06    33
02 fc007ffffc007fff --  0    06    14
02 fc007ffffc007fff --  0    26    14
01 fc007fffffffffff --  1    06    34
04 fc00fc00fc00fc00 --  0    06    25
04 fc00fc00fc00fc00 --  0    16    25
04 fc00fc00fc00fc00 --  0    26    25
04 fc00fc00fc00fc00 --  0    36    25
02 fc00fffffc00ffff --  0    06    15
02 fc00fffffc00ffff --  0    26    15
01 fc00ffffffffffff --  1    06    35
04 fc01fc01fc01fc01 --  0    06    26
04 fc01fc01fc01fc01 --  0    16    26
04 fc01fc01fc01fc01 --  0    26    26
04 fc01fc01fc01fc01 --  0    36    26
02 fc01fffffc01ffff --  0    06    16
02 fc01fffffc01ffff --  0    26    16
01 fc01ffffffffffff --  1    06    36
04 fc03fc03fc03fc03 --  0    06    27
04 fc03fc03fc03fc03 --  0    16    27
04 fc03fc03fc03fc03 --  0    26    27
04 fc03fc03fc03fc03 --  0    36    27
02 fc03fffffc03ffff --  0    06    17
02 fc03fffffc03ffff --  0    26    17
01 fc03ffffffffffff --  1    06    37
04 fc07fc07fc07fc07 --  0    06    28
04 fc07fc07fc07fc07 --  0    16    28
04 fc07fc07fc07fc07 --  0    26    28
04 fc07fc07fc07fc07 --  0    36    28
02 fc07fffffc07ffff --  0    06    18
02 fc07fffffc07ffff --  0    26    18
01 fc07ffffffffffff --  1    06    38
04 fc0ffc0ffc0ffc0f --  0    06    29
04 fc0ffc0ffc0ffc0f --  0    16    29
04 fc0ffc0ffc0ffc0f --  0    26    29
04 fc0ffc0ffc0ffc0f --  0    36    29
02 fc0ffffffc0fffff --  0    06    19
02 fc0ffffffc0fffff --  0    26    19
01 fc0fffffffffffff --  1    06    39
04 fc1ffc1ffc1ffc1f --  0    06    2a
04 fc1ffc1ffc1ffc1f --  0    16    2a
04 fc1ffc1ffc1ffc1f --  0    26    2a
04 fc1ffc1ffc1ffc1f --  0    36    2a
02 fc1ffffffc1fffff --  0    06    1a
02 fc1ffffffc1fffff --  0    26    1a
01 fc1fffffffffffff --  1    06    3a
04 fc3ffc3ffc3ffc3f --  0    06    2b
04 fc3ffc3ffc3ffc3f --  0    16    2b
04 fc3ffc3ffc3ffc3f --  0    26    2b
04 fc3ffc3ffc3ffc3f --  0    36    2b
02 fc3ffffffc3fffff --  0    06    1b
02 fc3ffffffc3fffff --  0    26    1b
01 fc3fffffffffffff --  1    06    3b
04 fc7ffc7ffc7ffc7f --  0    06    2c
04 fc7ffc7ffc7ffc7f --  0    16    2c
04 fc7ffc7ffc7ffc7f --  0    26    2c
04 fc7ffc7ffc7ffc7f --  0    36    2c
02 fc7ffffffc7fffff --  0    06    1c
02 fc7ffffffc7fffff --  0    26    1c
01 fc7fffffffffffff --  1    06    3c
08 fcfcfcfcfcfcfcfc --  0    06    35
08 fcfcfcfcfcfcfcfc --  0    0e    35
08 fcfcfcfcfcfcfcfc --  0    16    35
08 fcfcfcfcfcfcfcfc --  0    1e    35
08 fcfcfcfcfcfcfcfc --  0    26    35
08 fcfcfcfcfcfcfcfc --  0    2e    35
08 fcfcfcfcfcfcfcfc --  0    36    35
08 fcfcfcfcfcfcfcfc --  0    3e    35
04 fcfffcfffcfffcff --  0    06    2d
04 fcfffcfffcfffcff --  0    16    2d
04 fcfffcfffcfffcff --  0    26    2d
04 fcfffcfffcfffcff --  0    36    2d
02 fcfffffffcffffff --  0    06    1d
02 fcfffffffcffffff --  0    26    1d
01 fcffffffffffffff --  1    06    3d
08 fdfdfdfdfdfdfdfd --  0    06    36
08 fdfdfdfdfdfdfdfd --  0    0e    36
08 fdfdfdfdfdfdfdfd --  0    16    36
08 fdfdfdfdfdfdfdfd --  0    1e    36
08 fdfdfdfdfdfdfdfd --  0    26    36
08 fdfdfdfdfdfdfdfd --  0    2e    36
08 fdfdfdfdfdfdfdfd --  0    36    36
08 fdfdfdfdfdfdfdfd --  0    3e    36
04 fdfffdfffdfffdff --  0    06    2e
04 fdfffdfffdfffdff --  0    16    2e
04 fdfffdfffdfffdff --  0    26    2e
04 fdfffdfffdfffdff --  0    36    2e
02 fdfffffffdffffff --  0    06    1e
02 fdfffffffdffffff --  0    26    1e
01 fdffffffffffffff --  1    06    3e
01 fe00000000000000 --  1    07    06
01 fe00000000000001 --  1    07    07
01 fe00000000000003 --  1    07    08
01 fe00000000000007 --  1    07    09
01 fe0000000000000f --  1    07    0a
01 fe0000000000001f --  1    07    0b
01 fe0000000000003f --  1    07    0c
01 fe0000000000007f --  1    07    0d
01 fe000000000000ff --  1    07    0e
01 fe000000000001ff --  1    07    0f
01 fe000000000003ff --  1    07    10
01 fe000000000007ff --  1    07    11
01 fe00000000000fff --  1    07    12
01 fe00000000001fff --  1    07    13
01 fe00000000003fff --  1    07    14
01 fe00000000007fff --  1    07    15
01 fe0000000000ffff --  1    07    16
01 fe0000000001ffff --  1    07    17
01 fe0000000003ffff --  1    07    18
01 fe0000000007ffff --  1    07    19
01 fe000000000fffff --  1    07    1a
01 fe000000001fffff --  1    07    1b
01 fe000000003fffff --  1    07    1c
01 fe000000007fffff --  1    07    1d
01 fe00000000ffffff --  1    07    1e
01 fe00000001ffffff --  1    07    1f
01 fe00000003ffffff --  1    07    20
01 fe00000007ffffff --  1    07    21
01 fe0000000fffffff --  1    07    22
01 fe0000001fffffff --  1    07    23
01 fe0000003fffffff --  1    07    24
01 fe0000007fffffff --  1    07    25
02 fe000000fe000000 --  0    07    06
02 fe000000fe000000 --  0    27    06
01 fe000000ffffffff --  1    07    26
02 fe000001fe000001 --  0    07    07
02 fe000001fe000001 --  0    27    07
01 fe000001ffffffff --  1    07    27
02 fe000003fe000003 --  0    07    08
02 fe000003fe000003 --  0    27    08
01 fe000003ffffffff --  1    07    28
02 fe000007fe000007 --  0    07    09
02 fe000007fe000007 --  0    27    09
01 fe000007ffffffff --  1    07    29
02 fe00000ffe00000f --  0    07    0a
02 fe00000ffe00000f --  0    27    0a
01 fe00000fffffffff --  1    07    2a
02 fe00001ffe00001f --  0    07    0b
02 fe00001ffe00001f --  0    27    0b
01 fe00001fffffffff --  1    07    2b
02 fe00003ffe00003f --  0    07    0c
02 fe00003ffe00003f --  0    27    0c
01 fe00003fffffffff --  1    07    2c
02 fe00007ffe00007f --  0    07    0d
02 fe00007ffe00007f --  0    27    0d
01 fe00007fffffffff --  1    07    2d
02 fe0000fffe0000ff --  0    07    0e
02 fe0000fffe0000ff --  0    27    0e
01 fe0000ffffffffff --  1    07    2e
02 fe0001fffe0001ff --  0    07    0f
02 fe0001fffe0001ff --  0    27    0f
01 fe0001ffffffffff --  1    07    2f
02 fe0003fffe0003ff --  0    07    10
02 fe0003fffe0003ff --  0    27    10
01 fe0003ffffffffff --  1    07    30
02 fe0007fffe0007ff --  0    07    11
02 fe0007fffe0007ff --  0    27    11
01 fe0007ffffffffff --  1    07    31
02 fe000ffffe000fff --  0    07    12
02 fe000ffffe000fff --  0    27    12
01 fe000fffffffffff --  1    07    32
02 fe001ffffe001fff --  0    07    13
02 fe001ffffe001fff --  0    27    13
01 fe001fffffffffff --  1    07    33
02 fe003ffffe003fff --  0    07    14
02 fe003ffffe003fff --  0    27    14
01 fe003fffffffffff --  1    07    34
02 fe007ffffe007fff --  0    07    15
02 fe007ffffe007fff --  0    27    15
01 fe007fffffffffff --  1    07    35
04 fe00fe00fe00fe00 --  0    07    26
04 fe00fe00fe00fe00 --  0    17    26
04 fe00fe00fe00fe00 --  0    27    26
04 fe00fe00fe00fe00 --  0    37    26
02 fe00fffffe00ffff --  0    07    16
02 fe00fffffe00ffff --  0    27    16
01 fe00ffffffffffff --  1    07    36
