Created Pattern  ##     N   immr  imms
00c000c000c000c0 04 --  0    2a    21
00c000c000c000c0 04 --  0    3a    21
00e0000000000000 01 --  1    0b    02
00e0000000e00000 02 --  0    0b    02
00e0000000e00000 02 --  0    2b    02
00e000e000e000e0 04 --  0    0b    22
00e000e000e000e0 04 --  0    1b    22
00e000e000e000e0 04 --  0    2b    22
00e000e000e000e0 04 --  0    3b    22
00f0000000000000 01 --  1    0c    03
00f0000000f00000 02 --  0    0c    03
00f0000000f00000 02 --  0    2c    03
00f000f000f000f0 04 --  0    0c    23
00f000f000f000f0 04 --  0    1c    23
00f000f000f000f0 04 --  0    2c    23
00f000f000f000f0 04 --  0    3c    23
00f8000000000000 01 --  1    0d    04
00f8000000f80000 02 --  0    0d    04
00f8000000f80000 02 --  0    2d    04
00f800f800f800f8 04 --  0    0d    24
00f800f800f800f8 04 --  0    1d    24
00f800f800f800f8 04 --  0    2d    24
00f800f800f800f8 04 --  0    3d    24
00fc000000000000 01 --  1    0e    05
00fc000000fc0000 02 --  0    0e    05
00fc000000fc0000 02 --  0    2e    05
00fc00fc00fc00fc 04 --  0    0e    25
00fc00fc00fc00fc 04 --  0    1e    25
00fc00fc00fc00fc 04 --  0    2e    25
00fc00fc00fc00fc 04 --  0    3e    25
00fe000000000000 01 --  1    0f    06
00fe000000fe0000 02 --  0    0f    06
00fe000000fe0000 02 --  0    2f    06
00fe00fe00fe00fe 04 --  0    0f    26
00fe00fe00fe00fe 04 --  0    1f    26
00fe00fe00fe00fe 04 --  0    2f    26
00fe00fe00fe00fe 04 --  0    3f    26
00ff000000000000 01 --  1    10    07
00ff000000ff0000 02 --  0    10    07
00ff000000ff0000 02 --  0    30    07
00ff00ff00ff00ff 04 --  0    00    27
00ff00ff00ff00ff 04 --  0    10    27
00ff00ff00ff00ff 04 --  0    20    27
00ff00ff00ff00ff 04 --  0    30    27
00ff800000000000 01 --  1    11    08
00ff800000ff8000 02 --  0    11    08
00ff800000ff8000 02 --  0    31    08
00ffc00000000000 01 --  1    12    09
00ffc00000ffc000 02 --  0    12    09
00ffc00000ffc000 02 --  0    32    09
00ffe00000000000 01 --  1    13    0a
00ffe00000ffe000 02 --  0    13    0a
00ffe00000ffe000 02 --  0    33    0a
00fff00000000000 01 --  1    14    0b
00fff00000fff000 02 --  0    14    0b
00fff00000fff000 02 --  0    34    0b
00fff80000000000 01 --  1    15    0c
00fff80000fff800 02 --  0    15    0c
00fff80000fff800 02 --  0    35    0c
00fffc0000000000 01 --  1    16    0d
00fffc0000fffc00 02 --  0    16    0d
00fffc0000fffc00 02 --  0    36    0d
00fffe0000000000 01 --  1    17    0e
00fffe0000fffe00 02 --  0    17    0e
00fffe0000fffe00 02 --  0    37    0e
00ffff0000000000 01 --  1    18    0f
00ffff0000ffff00 02 --  0    18    0f
00ffff0000ffff00 02 --  0    38    0f
00ffff8000000000 01 --  1    19    10
00ffff8000ffff80 02 --  0    19    10
00ffff8000ffff80 02 --  0    39    10
00ffffc000000000 01 --  1    1a    11
00ffffc000ffffc0 02 --  0    1a    11
00ffffc000ffffc0 02 --  0    3a    11
00ffffe000000000 01 --  1    1b    12
00ffffe000ffffe0 02 --  0    1b    12
00ffffe000ffffe0 02 --  0    3b    12
00fffff000000000 01 --  1    1c    13
00fffff000fffff0 02 --  0    1c    13
00fffff000fffff0 02 --  0    3c    13
00fffff800000000 01 --  1    1d    14
00fffff800fffff8 02 --  0    1d    14
00fffff800fffff8 02 --  0    3d    14
00fffffc00000000 01 --  1    1e    15
00fffffc00fffffc 02 --  0    1e    15
00fffffc00fffffc 02 --  0    3e    15
00fffffe00000000 01 --  1    1f    16
00fffffe00fffffe 02 --  0    1f    16
00fffffe00fffffe 02 --  0    3f    16
00ffffff00000000 01 --  1    20    17
00ffffff00ffffff 02 --  0    00    17
00ffffff00ffffff 02 --  0    20    17
00ffffff80000000 01 --  1    21    18
00ffffffc0000000 01 --  1    22    19
00ffffffe0000000 01 --  1    23    1a
00fffffff0000000 01 --  1    24    1b
00fffffff8000000 01 --  1    25    1c
00fffffffc000000 01 --  1    26    1d
00fffffffe000000 01 --  1    27    1e
00ffffffff000000 01 --  1    28    1f
00ffffffff800000 01 --  1    29    20
00ffffffffc00000 01 --  1    2a    21
00ffffffffe00000 01 --  1    2b    22
00fffffffff00000 01 --  1    2c    23
00fffffffff80000 01 --  1    2d    24
00fffffffffc0000 01 --  1    2e    25
00fffffffffe0000 01 --  1    2f    26
00ffffffffff0000 01 --  1    30    27
00ffffffffff8000 01 --  1    31    28
00ffffffffffc000 01 --  1    32    29
00ffffffffffe000 01 --  1    33    2a
00fffffffffff000 01 --  1    34    2b
00fffffffffff800 01 --  1    35    2c
00fffffffffffc00 01 --  1    36    2d
00fffffffffffe00 01 --  1    37    2e
00ffffffffffff00 01 --  1    38    2f
00ffffffffffff80 01 --  1    39    30
00ffffffffffffc0 01 --  1    3a    31
00ffffffffffffe0 01 --  1    3b    32
00fffffffffffff0 01 --  1    3c    33
00fffffffffffff8 01 --  1    3d    34
00fffffffffffffc 01 --  1    3e    35
00fffffffffffffe 01 --  1    3f    36
00ffffffffffffff 01 --  1    00    37
0100000000000000 01 --  1    08    00
0100000001000000 02 --  0    08    00
0100000001000000 02 --  0    28    00
0100010001000100 04 --  0    08    20
0100010001000100 04 --  0    18    20
0100010001000100 04 --  0    28    20
0100010001000100 04 --  0    38    20
0101010101010101 08 --  0    00    30
0101010101010101 08 --  0    08    30
0101010101010101 08 --  0    10    30
0101010101010101 08 --  0    18    30
0101010101010101 08 --  0    20    30
0101010101010101 08 --  0    28    30
0101010101010101 08 --  0    30    30
0101010101010101 08 --  0    38    30
0180000000000000 01 --  1    09    01
0180000001800000 02 --  0    09    01
0180000001800000 02 --  0    29    01
0180018001800180 04 --  0    09    21
0180018001800180 04 --  0    19    21
0180018001800180 04 --  0    29    21
0180018001800180 04 --  0    39    21
01c0000000000000 01 --  1    0a    02
01c0000001c00000 02 --  0    0a    02
01c0000001c00000 02 --  0    2a    02
01c001c001c001c0 04 --  0    0a    22
01c001c001c001c0 04 --  0    1a    22
01c001c001c001c0 04 --  0    2a    22
01c001c001c001c0 04 --  0    3a    22
01e0000000000000 01 --  1    0b    03
01e0000001e00000 02 --  0    0b    03
01e0000001e00000 02 --  0    2b    03
01e001e001e001e0 04 --  0    0b    23
01e001e001e001e0 04 --  0    1b    23
01e001e001e001e0 04 --  0    2b    23
01e001e001e001e0 04 --  0    3b    23
01f0000000000000 01 --  1    0c    04
01f0000001f00000 02 --  0    0c    04
01f0000001f00000 02 --  0    2c    04
01f001f001f001f0 04 --  0    0c    24
01f001f001f001f0 04 --  0    1c    24
01f001f001f001f0 04 --  0    2c    24
01f001f001f001f0 04 --  0    3c    24
01f8000000000000 01 --  1    0d    05
01f8000001f80000 02 --  0    0d    05
01f8000001f80000 02 --  0    2d    05
01f801f801f801f8 04 --  0    0d    25
01f801f801f801f8 04 --  0    1d    25
01f801f801f801f8 04 --  0    2d    25
01f801f801f801f8 04 --  0    3d    25
01fc000000000000 01 --  1    0e    06
01fc000001fc0000 02 --  0    0e    06
01fc000001fc0000 02 --  0    2e    06
01fc01fc01fc01fc 04 --  0    0e    26
01fc01fc01fc01fc 04 --  0    1e    26
01fc01fc01fc01fc 04 --  0    2e    26
01fc01fc01fc01fc 04 --  0    3e    26
01fe000000000000 01 --  1    0f    07
01fe000001fe0000 02 --  0    0f    07
01fe000001fe0000 02 --  0    2f    07
01fe01fe01fe01fe 04 --  0    0f    27
01fe01fe01fe01fe 04 --  0    1f    27
01fe01fe01fe01fe 04 --  0    2f    27
01fe01fe01fe01fe 04 --  0    3f    27
01ff000000000000 01 --  1    10    08
01ff000001ff0000 02 --  0    10    08
01ff000001ff0000 02 --  0    30    08
01ff01ff01ff01ff 04 --  0    00    28
01ff01ff01ff01ff 04 --  0    10    28
01ff01ff01ff01ff 04 --  0    20    28
01ff01ff01ff01ff 04 --  0    30    28
01ff800000000000 01 --  1    11    09
01ff800001ff8000 02 --  0    11    09
01ff800001ff8000 02 --  0    31    09
01ffc00000000000 01 --  1    12    0a
01ffc00001ffc000 02 --  0    12    0a
01ffc00001ffc000 02 --  0    32    0a
01ffe00000000000 01 --  1    13    0b
01ffe00001ffe000 02 --  0    13    0b
01ffe00001ffe000 02 --  0    33    0b
01fff00000000000 01 --  1    14    0c
01fff00001fff000 02 --  0    14    0c
01fff00001fff000 02 --  0    34    0c
01fff80000000000 01 --  1    15    0d
01fff80001fff800 02 --  0    15    0d
01fff80001fff800 02 --  0    35    0d
01fffc0000000000 01 --  1    16    0e
01fffc0001fffc00 02 --  0    16    0e
01fffc0001fffc00 02 --  0    36    0e
01fffe0000000000 01 --  1    17    0f
01fffe0001fffe00 02 --  0    17    0f
01fffe0001fffe00 02 --  0    37    0f
01ffff0000000000 01 --  1    18    10
01ffff0001ffff00 02 --  0    18    10
01ffff0001ffff00 02 --  0    38    10
01ffff8000000000 01 --  1    19    11
01ffff8001ffff80 02 --  0    19    11
01ffff8001ffff80 02 --  0    39    11
01ffffc000000000 01 --  1    1a    12
01ffffc001ffffc0 02 --  0    1a    12
01ffffc001ffffc0 02 --  0    3a    12
01ffffe000000000 01 --  1    1b    13
01ffffe001ffffe0 02 --  0    1b    13
01ffffe001ffffe0 02 --  0    3b    13
01fffff000000000 01 --  1    1c    14
01fffff001fffff0 02 --  0    1c    14
01fffff001fffff0 02 --  0    3c    14
01fffff800000000 01 --  1    1d    15
01fffff801fffff8 02 --  0    1d    15
01fffff801fffff8 02 --  0    3d    15
01fffffc00000000 01 --  1    1e    16
01fffffc01fffffc 02 --  0    1e    16
01fffffc01fffffc 02 --  0    3e    16
01fffffe00000000 01 --  1    1f    17
01fffffe01fffffe 02 --  0    1f    17
01fffffe01fffffe 02 --  0    3f    17
01ffffff00000000 01 --  1    20    18
01ffffff01ffffff 02 --  0    00    18
01ffffff01ffffff 02 --  0    20    18
01ffffff80000000 01 --  1    21    19
01ffffffc0000000 01 --  1    22    1a
01ffffffe0000000 01 --  1    23    1b
01fffffff0000000 01 --  1    24    1c
01fffffff8000000 01 --  1    25    1d
01fffffffc000000 01 --  1    26    1e
01fffffffe000000 01 --  1    27    1f
01ffffffff000000 01 --  1    28    20
01ffffffff800000 01 --  1    29    21
01ffffffffc00000 01 --  1    2a    22
01ffffffffe00000 01 --  1    2b    23
01fffffffff00000 01 --  1    2c    24
01fffffffff80000 01 --  1    2d    25
01fffffffffc0000 01 --  1    2e    26
01fffffffffe0000 01 --  1    2f    27
01ffffffffff0000 01 --  1    30    28
01ffffffffff8000 01 --  1    31    29
01ffffffffffc000 01 --  1    32    2a
01ffffffffffe000 01 --  1    33    2b
01fffffffffff000 01 --  1    34    2c
01fffffffffff800 01 --  1    35    2d
01fffffffffffc00 01 --  1    36    2e
01fffffffffffe00 01 --  1    37    2f
01ffffffffffff00 01 --  1    38    30
01ffffffffffff80 01 --  1    39    31
01ffffffffffffc0 01 --  1    3a    32
01ffffffffffffe0 01 --  1    3b    33
01fffffffffffff0 01 --  1    3c    34
01fffffffffffff8 01 --  1    3d    35
01fffffffffffffc 01 --  1    3e    36
01fffffffffffffe 01 --  1    3f    37
01ffffffffffffff 01 --  1    00    38
0200000000000000 01 --  1    07    00
0200000002000000 02 --  0    07    00
0200000002000000 02 --  0    27    00
0200020002000200 04 --  0    07    20
0200020002000200 04 --  0    17    20
0200020002000200 04 --  0    27    20
0200020002000200 04 --  0    37    20
0202020202020202 08 --  0    07    30
0202020202020202 08 --  0    0f    30
0202020202020202 08 --  0    17    30
0202020202020202 08 --  0    1f    30
0202020202020202 08 --  0    27    30
0202020202020202 08 --  0    2f    30
0202020202020202 08 --  0    37    30
0202020202020202 08 --  0    3f    30
0300000000000000 01 --  1    08    01
0300000003000000 02 --  0    08    01
0300000003000000 02 --  0    28    01
0300030003000300 04 --  0    08    21
0300030003000300 04 --  0    18    21
0300030003000300 04 --  0    28    21
0300030003000300 04 --  0    38    21
0303030303030303 08 --  0    00    31
0303030303030303 08 --  0    08    31
0303030303030303 08 --  0    10    31
0303030303030303 08 --  0    18    31
0303030303030303 08 --  0    20    31
0303030303030303 08 --  0    28    31
0303030303030303 08 --  0    30    31
0303030303030303 08 --  0    38    31
0380000000000000 01 --  1    09    02
0380000003800000 02 --  0    09    02
0380000003800000 02 --  0    29    02
0380038003800380 04 --  0    09    22
0380038003800380 04 --  0    19    22
0380038003800380 04 --  0    29    22
0380038003800380 04 --  0    39    22
03c0000000000000 01 --  1    0a    03
03c0000003c00000 02 --  0    0a    03
03c0000003c00000 02 --  0    2a    03
03c003c003c003c0 04 --  0    0a    23
03c003c003c003c0 04 --  0    1a    23
03c003c003c003c0 04 --  0    2a    23
03c003c003c003c0 04 --  0    3a    23
03e0000000000000 01 --  1    0b    04
03e0000003e00000 02 --  0    0b    04
03e0000003e00000 02 --  0    2b    04
03e003e003e003e0 04 --  0    0b    24
03e003e003e003e0 04 --  0    1b    24
03e003e003e003e0 04 --  0    2b    24
03e003e003e003e0 04 --  0    3b    24
03f0000000000000 01 --  1    0c    05
03f0000003f00000 02 --  0    0c    05
03f0000003f00000 02 --  0    2c    05
03f003f003f003f0 04 --  0    0c    25
03f003f003f003f0 04 --  0    1c    25
03f003f003f003f0 04 --  0    2c    25
03f003f003f003f0 04 --  0    3c    25
03f8000000000000 01 --  1    0d    06
03f8000003f80000 02 --  0    0d    06
03f8000003f80000 02 --  0    2d    06
03f803f803f803f8 04 --  0    0d    26
03f803f803f803f8 04 --  0    1d    26
03f803f803f803f8 04 --  0    2d    26
03f803f803f803f8 04 --  0    3d    26
03fc000000000000 01 --  1    0e    07
03fc000003fc0000 02 --  0    0e    07
03fc000003fc0000 02 --  0    2e    07
03fc03fc03fc03fc 04 --  0    0e    27
03fc03fc03fc03fc 04 --  0    1e    27
03fc03fc03fc03fc 04 --  0    2e    27
03fc03fc03fc03fc 04 --  0    3e    27
03fe000000000000 01 --  1    0f    08
03fe000003fe0000 02 --  0    0f    08
03fe000003fe0000 02 --  0    2f    08
03fe03fe03fe03fe 04 --  0    0f    28
03fe03fe03fe03fe 04 --  0    1f    28
03fe03fe03fe03fe 04 --  0    2f    28
03fe03fe03fe03fe 04 --  0    3f    28
03ff000000000000 01 --  1    10    09
03ff000003ff0000 02 --  0    10    09
03ff000003ff0000 02 --  0    30    09
03ff03ff03ff03ff 04 --  0    00    29
03ff03ff03ff03ff 04 --  0    10    29
03ff03ff03ff03ff 04 --  0    20    29
03ff03ff03ff03ff 04 --  0    30    29
03ff800000000000 01 --  1    11    0a
03ff800003ff8000 02 --  0    11    0a
03ff800003ff8000 02 --  0    31    0a
03ffc00000000000 01 --  1    12    0b
03ffc00003ffc000 02 --  0    12    0b
03ffc00003ffc000 02 --  0    32    0b
03ffe00000000000 01 --  1    13    0c
03ffe00003ffe000 02 --  0    13    0c
03ffe00003ffe000 02 --  0    33    0c
03fff00000000000 01 --  1    14    0d
03fff00003fff000 02 --  0    14    0d
03fff00003fff000 02 --  0    34    0d
03fff80000000000 01 --  1    15    0e
03fff80003fff800 02 --  0    15    0e
03fff80003fff800 02 --  0    35    0e
03fffc0000000000 01 --  1    16    0f
03fffc0003fffc00 02 --  0    16    0f
03fffc0003fffc00 02 --  0    36    0f
03fffe0000000000 01 --  1    17    10
03fffe0003fffe00 02 --  0    17    10
03fffe0003fffe00 02 --  0    37    10
03ffff0000000000 01 --  1    18    11
03ffff0003ffff00 02 --  0    18    11
03ffff0003ffff00 02 --  0    38    11
03ffff8000000000 01 --  1    19    12
03ffff8003ffff80 02 --  0    19    12
03ffff8003ffff80 02 --  0    39    12
03ffffc000000000 01 --  1    1a    13
03ffffc003ffffc0 02 --  0    1a    13
03ffffc003ffffc0 02 --  0    3a    13
03ffffe000000000 01 --  1    1b    14
03ffffe003ffffe0 02 --  0    1b    14
03ffffe003ffffe0 02 --  0    3b    14
03fffff000000000 01 --  1    1c    15
03fffff003fffff0 02 --  0    1c    15
03fffff003fffff0 02 --  0    3c    15
03fffff800000000 01 --  1    1d    16
03fffff803fffff8 02 --  0    1d    16
03fffff803fffff8 02 --  0    3d    16
03fffffc00000000 01 --  1    1e    17
03fffffc03fffffc 02 --  0    1e    17
03fffffc03fffffc 02 --  0    3e    17
03fffffe00000000 01 --  1    1f    18
03fffffe03fffffe 02 --  0    1f    18
03fffffe03fffffe 02 --  0    3f    18
03ffffff00000000 01 --  1    20    19
03ffffff03ffffff 02 --  0    00    19
03ffffff03ffffff 02 --  0    20    19
03ffffff80000000 01 --  1    21    1a
03ffffffc0000000 01 --  1    22    1b
03ffffffe0000000 01 --  1    23    1c
03fffffff0000000 01 --  1    24    1d
03fffffff8000000 01 --  1    25    1e
03fffffffc000000 01 --  1    26    1f
03fffffffe000000 01 --  1    27    20
03ffffffff000000 01 --  1    28    21
03ffffffff800000 01 --  1    29    22
03ffffffffc00000 01 --  1    2a    23
03ffffffffe00000 01 --  1    2b    24
03fffffffff00000 01 --  1    2c    25
03fffffffff80000 01 --  1    2d    26
03fffffffffc0000 01 --  1    2e    27
03fffffffffe0000 01 --  1    2f    28
03ffffffffff0000 01 --  1    30    29
03ffffffffff8000 01 --  1    31    2a
03ffffffffffc000 01 --  1    32    2b
03ffffffffffe000 01 --  1    33    2c
03fffffffffff000 01 --  1    34    2d
03fffffffffff800 01 --  1    35    2e
03fffffffffffc00 01 --  1    36    2f
03fffffffffffe00 01 --  1    37    30
03ffffffffffff00 01 --  1    38    31
03ffffffffffff80 01 --  1    39    32
03ffffffffffffc0 01 --  1    3a    33
03ffffffffffffe0 01 --  1    3b    34
03fffffffffffff0 01 --  1    3c    35
03fffffffffffff8 01 --  1    3d    36
03fffffffffffffc 01 --  1    3e    37
03fffffffffffffe 01 --  1    3f    38
03ffffffffffffff 01 --  1    00    39
0400000000000000 01 --  1    06    00
0400000004000000 02 --  0    06    00
0400000004000000 02 --  0    26    00
0400040004000400 04 --  0    06    20
0400040004000400 04 --  0    16    20
0400040004000400 04 --  0    26    20
0400040004000400 04 --  0    36    20
0404040404040404 08 --  0    06    30
0404040404040404 08 --  0    0e    30
0404040404040404 08 --  0    16    30
0404040404040404 08 --  0    1e    30
0404040404040404 08 --  0    26    30
0404040404040404 08 --  0    2e    30
0404040404040404 08 --  0    36    30
0404040404040404 08 --  0    3e    30
0600000000000000 01 --  1    07    01
0600000006000000 02 --  0    07    01
0600000006000000 02 --  0    27    01
0600060006000600 04 --  0    07    21
0600060006000600 04 --  0    17    21
0600060006000600 04 --  0    27    21
0600060006000600 04 --  0    37    21
0606060606060606 08 --  0    07    31
0606060606060606 08 --  0    0f    31
0606060606060606 08 --  0    17    31
0606060606060606 08 --  0    1f    31
0606060606060606 08 --  0    27    31
0606060606060606 08 --  0    2f    31
0606060606060606 08 --  0    37    31
0606060606060606 08 --  0    3f    31
0700000000000000 01 --  1    08    02
0700000007000000 02 --  0    08    02
0700000007000000 02 --  0    28    02
0700070007000700 04 --  0    08    22
0700070007000700 04 --  0    18    22
